N,0,1,2,3,4,5,6,7,8,9,10,11,12,13,J1,J2,Ground_State_Energy,Ground_State_Eigenvectors
11,-1,1,-1,-1,-1,1,1,1,1,1,1,0,0,0,2.0,0.5,-8.502670883570776,0.0
12,-1,-1,-1,1,1,1,-1,-1,1,-1,-1,1,0,0,1.0,0.75,-4.826834537709631,0.0
12,1,1,-1,1,-1,-1,1,1,1,1,1,-1,0,0,3.0,2.0,-13.948405448413023,0.0
12,1,1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,0,0,1.0,2.0,-10.162214181732828,0.0
12,-1,-1,-1,-1,1,1,1,1,1,1,-1,-1,0,0,1.0,0.5,-4.500000000000002,0.0
12,1,-1,-1,1,-1,-1,1,-1,-1,-1,1,1,0,0,2.0,0.5,-9.450107364561678,-0.0
11,-1,1,-1,-1,1,-1,1,1,1,1,-1,0,0,0,1.0,0.75,-4.151139910909475,-0.00875057
11,1,-1,-1,-1,1,-1,-1,1,1,1,-1,0,0,0,3.0,2.0,-12.00820535216408,0.01437345
12,1,-1,1,1,-1,-1,1,1,1,1,1,-1,0,0,1.0,0.25,-4.725053682280839,0.0
5,1,-1,-1,1,1,0,0,0,0,0,0,0,0,0,3.0,2.0,-4.868888254860164,-0.1472385
10,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,1.0,1.0,-4.653725752955447,0.0
9,1,-1,1,1,-1,1,1,-1,1,0,0,0,0,0,1.0,2.0,-7.230941648043155,-0.0
11,1,1,-1,-1,1,-1,-1,-1,-1,1,-1,0,0,0,3.0,1.0,-12.428941796217993,-0.0
12,1,1,-1,1,-1,1,1,-1,1,-1,-1,1,0,0,1.0,0.5,-4.500000000000002,-0.0
10,1,-1,-1,-1,1,1,-1,-1,1,-1,0,0,0,0,1.0,0.75,-4.009554140655973,-0.0
11,1,1,1,1,1,1,1,-1,-1,1,1,0,0,0,1.0,0.5,-3.976754118841829,-0.0
12,1,-1,-1,-1,-1,-1,-1,1,1,-1,1,1,0,0,2.0,1.0,-9.000000000000004,0.0
11,-1,-1,1,1,1,-1,1,1,-1,1,-1,0,0,0,2.0,1.0,-7.953508237683657,-0.006245
5,1,-1,1,1,-1,0,0,0,0,0,0,0,0,0,1.0,0.5,-1.6772624424303932,0.45644509
12,1,-1,1,-1,-1,1,-1,-1,1,-1,-1,1,0,0,2.0,1.0,-9.000000000000004,-0.0
12,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,0,0,1.0,0.25,-4.725053682280839,-0.0
11,-1,1,-1,1,-1,1,-1,1,-1,-1,1,0,0,0,1.0,0.5,-3.976754118841829,6.24e-05
11,1,1,-1,-1,-1,1,-1,-1,1,1,1,0,0,0,3.0,1.0,-12.428941796217993,-0.0
8,-1,-1,1,1,1,1,-1,1,0,0,0,0,0,0,3.0,2.0,-9.260437657925785,-0.0
12,1,-1,-1,-1,1,-1,-1,1,1,1,-1,-1,0,0,3.0,1.0,-13.842477857818322,0.0
11,1,-1,-1,1,-1,1,1,1,1,1,-1,0,0,0,1.0,0.75,-4.151139910909475,0.0
12,-1,1,1,1,1,-1,-1,-1,1,1,1,-1,0,0,1.0,0.25,-4.725053682280839,-0.0
12,-1,1,1,1,-1,-1,1,-1,1,1,1,-1,0,0,1.0,0.75,-4.826834537709631,-0.0
12,1,1,1,-1,1,1,1,1,1,-1,1,1,0,0,3.0,1.0,-13.842477857818322,-0.0
12,1,1,-1,1,-1,-1,1,-1,1,-1,-1,-1,0,0,3.0,2.0,-13.948405448413023,-0.0
9,1,-1,1,1,-1,-1,1,-1,-1,0,0,0,0,0,3.0,1.0,-10.059092552044993,0.01067424
12,1,-1,1,-1,1,-1,1,-1,-1,1,1,-1,0,0,1.0,0.5,-4.500000000000002,-0.125
12,1,-1,-1,1,-1,-1,1,-1,1,1,1,1,0,0,3.0,2.0,-13.948405448413023,-0.0
11,-1,-1,-1,-1,1,1,-1,-1,-1,1,-1,0,0,0,1.0,1.0,-4.889887169484582,0.0
11,1,1,-1,-1,-1,1,1,1,1,-1,-1,0,0,0,1.0,1.0,-4.889887169484582,-0.00623318
12,1,1,-1,-1,1,1,1,-1,1,-1,1,1,0,0,2.0,0.5,-9.450107364561678,0.0
12,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,0,0,3.0,2.0,-13.948405448413023,0.0
12,1,1,-1,-1,1,1,-1,1,-1,1,1,-1,0,0,3.0,1.0,-13.842477857818322,-0.0
8,1,1,1,1,-1,-1,-1,-1,0,0,0,0,0,0,1.0,2.0,-6.595981741221324,-0.01369556
10,-1,-1,1,1,-1,1,1,1,-1,1,0,0,0,0,1.0,2.0,-8.187833208243894,0.0
11,1,-1,1,-1,-1,-1,1,1,1,1,1,0,0,0,3.0,2.0,-12.00820535216408,0.0
12,-1,1,1,-1,1,1,-1,1,1,1,1,-1,0,0,1.0,1.0,-5.6242102777441145,0.0
9,1,1,-1,-1,1,1,-1,1,1,0,0,0,0,0,2.0,1.0,-6.434777524368199,0.0
12,1,-1,1,-1,1,1,-1,1,-1,1,-1,1,0,0,2.0,0.5,-9.450107364561678,-0.0
12,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,0,0,3.0,2.0,-13.948405448413023,0.0
12,-1,-1,-1,1,-1,1,1,1,1,1,-1,1,0,0,1.0,2.0,-10.162214181732828,-0.0
12,1,-1,1,1,-1,1,-1,-1,-1,1,1,1,0,0,1.0,0.75,-4.826834537709631,-0.0
8,-1,-1,-1,1,-1,-1,1,1,0,0,0,0,0,0,2.0,0.5,-6.2548458436965975,0.0
12,1,-1,-1,1,-1,-1,1,1,-1,-1,-1,1,0,0,1.0,0.75,-4.826834537709631,0.0
12,-1,1,-1,-1,1,-1,-1,1,1,-1,1,1,0,0,3.0,1.0,-13.842477857818322,0.00047883
12,-1,-1,1,1,1,1,1,1,-1,-1,1,1,0,0,2.0,0.5,-9.450107364561678,0.0
9,1,-1,-1,1,1,1,-1,1,1,0,0,0,0,0,1.0,1.0,-3.931216498860997,-0.0
12,1,1,1,1,-1,1,1,1,1,1,-1,1,0,0,1.0,0.75,-4.826834537709631,0.0
12,-1,1,1,-1,1,1,-1,1,1,1,-1,-1,0,0,1.0,1.0,-5.6242102777441145,0.0
12,1,1,-1,-1,-1,-1,-1,-1,1,-1,1,1,0,0,3.0,2.0,-13.948405448413023,-0.0
12,1,1,-1,-1,1,-1,1,1,-1,1,1,-1,0,0,1.0,0.25,-4.725053682280839,0.0
12,1,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,3.0,2.0,-13.948405448413023,-0.0
12,1,1,1,-1,-1,1,-1,1,-1,1,-1,-1,0,0,3.0,2.0,-13.948405448413023,0.00037793
11,1,1,1,-1,-1,1,-1,1,1,-1,1,0,0,0,1.0,0.25,-4.251335441785388,0.0
10,-1,1,-1,-1,-1,-1,1,1,-1,1,0,0,0,0,3.0,1.0,-11.515932083972777,0.0
12,-1,-1,1,1,1,-1,1,1,-1,1,-1,1,0,0,3.0,2.0,-13.948405448413023,-0.0
12,-1,1,-1,1,-1,-1,-1,1,1,-1,-1,1,0,0,2.0,1.0,-9.000000000000004,-0.0
12,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,0,0,3.0,2.0,-13.948405448413023,0.0
2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2.0,-0.75,0.0
12,-1,-1,-1,1,-1,1,1,-1,-1,-1,1,1,0,0,2.0,0.5,-9.450107364561678,-0.0
11,1,1,-1,1,-1,1,1,1,1,-1,-1,0,0,0,2.0,1.0,-7.953508237683657,-0.0
12,-1,-1,-1,-1,-1,-1,1,1,1,-1,1,-1,0,0,2.0,1.0,-9.000000000000004,0.0
10,1,-1,1,-1,-1,1,-1,-1,-1,1,0,0,0,0,1.0,0.25,-3.925836271515499,0.0
10,-1,1,-1,-1,-1,-1,1,-1,1,-1,0,0,0,0,1.0,0.5,-3.749999999999999,-0.0
12,-1,1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,0,0,2.0,1.0,-9.000000000000004,0.0
12,-1,-1,-1,-1,1,-1,1,-1,1,-1,1,-1,0,0,1.0,2.0,-10.162214181732828,0.0
12,1,-1,-1,-1,1,1,1,-1,-1,1,-1,-1,0,0,1.0,0.5,-4.500000000000002,-0.0
9,1,1,-1,1,-1,1,-1,1,1,0,0,0,0,0,1.0,0.75,-3.3235671666575013,-0.0
12,1,1,-1,-1,-1,1,1,-1,1,-1,-1,1,0,0,1.0,0.25,-4.725053682280839,0.01532243
12,1,-1,1,-1,1,1,1,-1,1,1,-1,-1,0,0,2.0,1.0,-9.000000000000004,-0.0
11,-1,1,1,1,1,1,1,-1,1,-1,-1,0,0,0,1.0,0.75,-4.151139910909475,0.0
12,1,-1,1,-1,1,1,1,-1,-1,1,1,1,0,0,1.0,2.0,-10.162214181732828,-0.0
12,1,-1,-1,-1,1,1,-1,1,-1,1,-1,-1,0,0,2.0,1.0,-9.000000000000004,-0.0
10,-1,-1,-1,1,-1,1,-1,1,1,1,0,0,0,0,1.0,0.25,-3.925836271515499,3.862e-05
12,-1,1,-1,-1,-1,1,-1,1,1,1,1,-1,0,0,1.0,1.0,-5.6242102777441145,0.00366027
12,-1,-1,1,-1,1,1,1,-1,-1,-1,-1,1,0,0,1.0,0.25,-4.725053682280839,0.0
10,1,-1,1,-1,-1,-1,-1,1,1,-1,0,0,0,0,2.0,0.5,-7.851672543030998,-0.0
11,-1,-1,-1,-1,-1,-1,1,1,-1,1,1,0,0,0,2.0,0.5,-8.502670883570776,0.0
11,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,0,0,0,1.0,2.0,-8.979151469060442,-0.0
11,-1,-1,-1,1,-1,1,-1,1,-1,1,-1,0,0,0,1.0,2.0,-8.979151469060442,0.0
12,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,0,0,2.0,1.0,-9.000000000000004,0.0
12,1,1,-1,-1,1,-1,-1,-1,1,-1,-1,1,0,0,1.0,0.5,-4.500000000000002,-0.0
10,1,1,1,-1,-1,1,1,1,1,-1,0,0,0,0,3.0,2.0,-11.604260606677116,-0.0
12,-1,1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,0,0,2.0,0.5,-9.450107364561678,0.0
11,1,-1,-1,-1,1,1,-1,1,1,-1,1,0,0,0,3.0,1.0,-12.428941796217993,-0.0
12,-1,1,1,-1,-1,1,1,-1,-1,-1,1,1,0,0,3.0,1.0,-13.842477857818322,0.01045107
12,-1,-1,1,1,1,-1,1,1,1,-1,1,-1,0,0,3.0,1.0,-13.842477857818322,0.0
9,-1,1,-1,-1,1,-1,1,-1,-1,0,0,0,0,0,1.0,2.0,-7.230941648043155,-0.0
12,1,-1,-1,1,-1,-1,-1,-1,-1,1,1,-1,0,0,1.0,1.0,-5.6242102777441145,0.0
11,-1,-1,1,1,-1,1,1,-1,1,-1,-1,0,0,0,2.0,1.0,-7.953508237683657,-5e-08
8,-1,-1,1,-1,1,-1,1,1,0,0,0,0,0,0,1.0,0.5,-2.999999999999999,0.0
11,1,1,-1,1,-1,-1,-1,1,-1,1,-1,0,0,0,1.0,2.0,-8.979151469060442,-0.00066599
11,1,1,-1,1,-1,1,1,-1,-1,1,-1,0,0,0,2.0,1.0,-7.953508237683657,0.00048968
12,-1,1,1,1,-1,1,-1,1,1,-1,-1,-1,0,0,2.0,0.5,-9.450107364561678,-0.00027542
10,1,-1,-1,-1,1,-1,-1,-1,1,1,0,0,0,0,2.0,0.5,-7.851672543030998,-0.0
12,1,-1,1,-1,1,-1,1,1,-1,-1,-1,1,0,0,1.0,1.0,-5.6242102777441145,0.0170124
12,-1,1,-1,-1,-1,1,-1,1,-1,1,-1,1,0,0,3.0,2.0,-13.948405448413023,0.0
12,1,-1,1,-1,1,-1,-1,-1,1,1,-1,-1,0,0,2.0,1.0,-9.000000000000004,0.0
12,-1,1,1,-1,-1,-1,1,-1,1,-1,-1,-1,0,0,2.0,1.0,-9.000000000000004,0.0
12,1,1,1,1,1,1,-1,-1,-1,-1,1,-1,0,0,2.0,1.0,-9.000000000000004,0.0
7,1,1,1,1,-1,1,-1,0,0,0,0,0,0,0,3.0,1.0,-7.671455559126441,0.0
8,-1,1,1,1,1,-1,-1,1,0,0,0,0,0,0,2.0,0.5,-6.2548458436965975,0.0
12,-1,1,1,-1,1,1,1,-1,1,1,-1,-1,0,0,1.0,0.25,-4.725053682280839,0.0
11,-1,1,-1,1,-1,1,-1,-1,-1,-1,1,0,0,0,2.0,1.0,-7.953508237683657,-0.0
12,-1,1,1,1,1,1,-1,-1,-1,-1,-1,1,0,0,3.0,1.0,-13.842477857818322,-1.684e-05
12,1,-1,-1,1,1,-1,-1,-1,1,-1,1,-1,0,0,3.0,1.0,-13.842477857818322,-0.0
9,-1,-1,1,-1,-1,1,-1,1,1,0,0,0,0,0,1.0,0.75,-3.3235671666575013,0.00508034
12,-1,-1,1,1,-1,-1,1,1,-1,-1,-1,-1,0,0,3.0,1.0,-13.842477857818322,0.0
11,1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,0,0,0,3.0,2.0,-12.00820535216408,0.0
12,-1,1,1,-1,1,1,-1,1,-1,1,-1,1,0,0,1.0,0.5,-4.500000000000002,0.0
12,-1,1,1,-1,-1,1,-1,1,1,-1,1,-1,0,0,2.0,0.5,-9.450107364561678,0.0900006
12,1,1,1,1,1,1,1,1,1,1,1,-1,0,0,2.0,0.5,-9.450107364561678,0.0
12,1,1,-1,1,-1,1,-1,-1,-1,1,-1,-1,0,0,1.0,0.5,-4.500000000000002,-0.0
12,1,1,-1,-1,-1,1,1,-1,1,1,-1,-1,0,0,1.0,0.75,-4.826834537709631,0.01134765
9,1,1,-1,1,-1,-1,-1,1,-1,0,0,0,0,0,1.0,0.5,-3.2173887621840995,-2e-08
12,1,1,-1,1,-1,1,1,1,-1,-1,-1,1,0,0,1.0,0.75,-4.826834537709631,-0.0
12,-1,1,1,-1,-1,1,-1,1,1,-1,-1,-1,0,0,2.0,1.0,-9.000000000000004,-0.0
12,1,1,-1,-1,1,1,-1,1,1,1,-1,1,0,0,2.0,1.0,-9.000000000000004,0.0
12,1,1,-1,1,1,-1,-1,1,1,1,1,-1,0,0,1.0,0.25,-4.725053682280839,0.0
10,1,1,1,-1,1,-1,-1,-1,-1,1,0,0,0,0,1.0,0.25,-3.925836271515499,0.00010658
9,-1,1,1,-1,-1,1,-1,-1,-1,0,0,0,0,0,3.0,2.0,-9.648418155900034,0.0
12,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,0,0,2.0,1.0,-9.000000000000004,0.0
11,-1,1,-1,-1,1,1,-1,1,1,1,1,0,0,0,1.0,0.75,-4.151139910909475,-0.0
12,1,-1,-1,1,-1,1,-1,1,-1,-1,1,-1,0,0,1.0,0.75,-4.826834537709631,-0.0
9,-1,1,-1,1,-1,1,-1,-1,1,0,0,0,0,0,1.0,0.5,-3.2173887621840995,6.6e-06
10,1,-1,-1,-1,1,1,-1,1,1,1,0,0,0,0,1.0,2.0,-8.187833208243894,0.0
12,1,1,-1,1,-1,-1,-1,1,-1,-1,1,1,0,0,2.0,1.0,-9.000000000000004,-0.0
11,-1,-1,1,1,1,1,-1,-1,1,-1,1,0,0,0,1.0,1.0,-4.889887169484582,0.03135165
12,1,-1,-1,1,-1,-1,1,1,1,-1,-1,1,0,0,1.0,1.0,-5.6242102777441145,-0.08155702
10,-1,-1,1,1,1,-1,-1,-1,1,1,0,0,0,0,1.0,0.75,-4.009554140655973,0.00814514
12,-1,-1,1,1,1,-1,-1,-1,1,1,1,-1,0,0,2.0,0.5,-9.450107364561678,-0.00254426
11,1,-1,1,1,-1,1,-1,-1,-1,-1,-1,0,0,0,1.0,0.5,-3.976754118841829,-0.0
11,1,1,1,-1,1,-1,1,1,1,1,-1,0,0,0,2.0,1.0,-7.953508237683657,-0.0
12,1,1,1,-1,-1,1,-1,-1,1,-1,1,1,0,0,2.0,1.0,-9.000000000000004,0.0
11,1,1,1,-1,-1,1,1,-1,-1,1,-1,0,0,0,3.0,2.0,-12.00820535216408,-0.00267797
10,-1,-1,1,-1,-1,1,-1,-1,1,-1,0,0,0,0,1.0,1.0,-4.653725752955447,0.0
12,1,1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,0,2.0,1.0,-9.000000000000004,0.0
12,1,-1,-1,1,1,1,1,-1,1,-1,-1,-1,0,0,3.0,1.0,-13.842477857818322,-2.974e-05
11,-1,-1,1,1,1,1,1,-1,-1,1,1,0,0,0,1.0,0.5,-3.976754118841829,0.0
12,-1,1,1,-1,1,-1,1,1,1,-1,-1,1,0,0,3.0,2.0,-13.948405448413023,0.0
12,-1,1,1,1,1,-1,-1,-1,-1,-1,1,-1,0,0,1.0,0.5,-4.500000000000002,0.0
12,1,1,1,1,-1,-1,-1,1,1,1,1,-1,0,0,2.0,0.5,-9.450107364561678,0.0
12,1,1,1,1,1,-1,-1,-1,1,1,-1,1,0,0,2.0,0.5,-9.450107364561678,0.0
12,1,-1,-1,-1,1,-1,1,1,1,-1,1,-1,0,0,2.0,0.5,-9.450107364561678,0.00884251
12,-1,1,-1,1,1,1,1,-1,-1,1,-1,-1,0,0,1.0,1.0,-5.6242102777441145,0.00256332
12,-1,1,-1,-1,1,-1,1,-1,1,-1,-1,-1,0,0,1.0,0.25,-4.725053682280839,0.0
6,1,1,1,1,-1,-1,0,0,0,0,0,0,0,0,1.0,0.75,-2.3761985169861783,0.0
10,-1,-1,-1,1,1,-1,-1,1,1,1,0,0,0,0,1.0,0.5,-3.749999999999999,0.0
10,1,-1,1,-1,-1,1,-1,1,1,1,0,0,0,0,2.0,1.0,-7.499999999999998,0.0
12,1,-1,1,1,-1,1,1,-1,-1,1,1,-1,0,0,2.0,0.5,-9.450107364561678,-0.0
12,-1,-1,1,-1,1,1,-1,1,-1,-1,-1,1,0,0,1.0,0.5,-4.500000000000002,-0.0
12,1,-1,-1,-1,-1,1,-1,1,1,-1,-1,-1,0,0,3.0,1.0,-13.842477857818322,0.0
11,1,-1,-1,-1,1,1,1,-1,-1,1,1,0,0,0,1.0,2.0,-8.979151469060442,-0.0
11,-1,1,-1,1,1,1,1,1,1,-1,1,0,0,0,2.0,1.0,-7.953508237683657,0.0
10,-1,-1,-1,1,1,-1,1,1,-1,1,0,0,0,0,1.0,2.0,-8.187833208243894,0.03716823
12,-1,1,-1,-1,1,1,-1,-1,-1,1,-1,-1,0,0,3.0,2.0,-13.948405448413023,0.0
11,-1,1,-1,-1,1,-1,-1,-1,-1,1,1,0,0,0,1.0,0.75,-4.151139910909475,-0.0
12,1,-1,1,-1,-1,-1,1,1,-1,1,1,-1,0,0,2.0,0.5,-9.450107364561678,-0.021902
11,1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,0,0,0,1.0,0.75,-4.151139910909475,0.0
11,-1,1,1,1,1,1,1,-1,1,-1,1,0,0,0,2.0,0.5,-8.502670883570776,-0.0
12,-1,-1,1,1,-1,1,1,-1,-1,-1,1,-1,0,0,1.0,1.0,-5.6242102777441145,0.0
12,1,-1,-1,-1,1,1,-1,1,1,1,1,1,0,0,1.0,2.0,-10.162214181732828,0.0
9,-1,1,-1,1,-1,1,1,1,1,0,0,0,0,0,1.0,2.0,-7.230941648043155,0.0
12,-1,-1,-1,-1,-1,-1,1,1,-1,1,-1,-1,0,0,3.0,1.0,-13.842477857818322,0.0
10,-1,-1,-1,1,-1,1,1,1,-1,-1,0,0,0,0,1.0,1.0,-4.653725752955447,0.0
12,-1,-1,-1,1,1,-1,1,1,1,1,1,-1,0,0,1.0,1.0,-5.6242102777441145,0.0
12,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,0,0,1.0,0.75,-4.826834537709631,0.0
10,-1,-1,1,-1,-1,-1,1,-1,1,1,0,0,0,0,1.0,1.0,-4.653725752955447,0.0
11,-1,1,1,1,1,1,-1,1,1,1,-1,0,0,0,2.0,1.0,-7.953508237683657,-0.0
12,1,1,1,1,-1,-1,-1,-1,1,-1,1,1,0,0,3.0,1.0,-13.842477857818322,0.0
12,1,1,1,1,1,1,1,-1,1,1,-1,1,0,0,1.0,0.75,-4.826834537709631,-0.0
10,1,-1,1,-1,-1,1,-1,1,-1,-1,0,0,0,0,3.0,2.0,-11.604260606677116,0.0
7,-1,-1,1,-1,-1,1,1,0,0,0,0,0,0,0,3.0,1.0,-7.671455559126441,0.01377858
11,-1,-1,1,1,1,-1,-1,1,1,1,1,0,0,0,2.0,0.5,-8.502670883570776,0.0
12,1,1,-1,-1,-1,1,1,-1,-1,1,-1,-1,0,0,1.0,0.25,-4.725053682280839,0.0
12,-1,-1,-1,1,1,-1,1,1,-1,-1,-1,1,0,0,2.0,1.0,-9.000000000000004,-0.0
12,1,1,-1,-1,1,1,1,-1,-1,-1,-1,-1,0,0,1.0,0.25,-4.725053682280839,-0.0
12,-1,-1,1,1,-1,1,1,-1,1,-1,-1,-1,0,0,3.0,1.0,-13.842477857818322,0.0
12,-1,-1,-1,1,-1,-1,-1,-1,1,1,-1,-1,0,0,2.0,1.0,-9.000000000000004,0.0
12,1,-1,1,-1,1,1,-1,-1,1,-1,-1,1,0,0,3.0,2.0,-13.948405448413023,0.04460406
12,-1,-1,1,-1,-1,1,1,1,-1,1,1,-1,0,0,2.0,0.5,-9.450107364561678,0.0007522
10,-1,-1,-1,1,1,-1,1,-1,-1,1,0,0,0,0,1.0,2.0,-8.187833208243894,0.0
12,1,1,-1,1,1,-1,-1,-1,1,1,-1,-1,0,0,1.0,0.5,-4.500000000000002,0.0
4,-1,1,1,-1,0,0,0,0,0,0,0,0,0,0,1.0,0.75,-1.558012701892219,0.55767754
12,-1,1,-1,1,-1,1,1,1,-1,-1,1,1,0,0,2.0,1.0,-9.000000000000004,-0.0
12,-1,-1,1,1,-1,-1,1,1,1,-1,-1,1,0,0,1.0,2.0,-10.162214181732828,0.11475314
10,-1,1,1,1,1,-1,-1,-1,-1,-1,0,0,0,0,1.0,0.75,-4.009554140655973,-0.0
10,1,1,1,-1,-1,1,-1,1,1,-1,0,0,0,0,2.0,1.0,-7.499999999999998,-0.0
12,-1,1,-1,-1,-1,1,1,-1,-1,1,-1,-1,0,0,1.0,1.0,-5.6242102777441145,0.0
11,-1,-1,-1,1,1,-1,-1,1,1,-1,1,0,0,0,1.0,1.0,-4.889887169484582,-0.0
11,1,-1,-1,1,1,1,-1,-1,1,1,-1,0,0,0,1.0,0.5,-3.976754118841829,0.0531197
11,1,-1,1,1,-1,-1,-1,-1,-1,1,1,0,0,0,3.0,1.0,-12.428941796217993,0.00041789
11,-1,1,1,1,1,1,-1,1,-1,1,-1,0,0,0,1.0,0.5,-3.976754118841829,0.0
8,1,1,1,-1,-1,1,1,-1,0,0,0,0,0,0,3.0,1.0,-9.19102055478621,-0.0
11,1,-1,1,1,-1,1,-1,1,1,-1,-1,0,0,0,1.0,2.0,-8.979151469060442,0.0
12,-1,-1,1,-1,-1,1,-1,-1,-1,-1,1,1,0,0,3.0,2.0,-13.948405448413023,0.0
12,1,-1,-1,-1,1,-1,1,-1,1,-1,-1,-1,0,0,2.0,1.0,-9.000000000000004,0.0
12,1,1,-1,1,1,1,-1,1,1,1,1,-1,0,0,1.0,0.5,-4.500000000000002,-0.0
12,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,0,0,1.0,0.75,-4.826834537709631,0.0
5,1,1,1,1,-1,0,0,0,0,0,0,0,0,0,1.0,0.5,-1.6772624424303932,0.0
10,-1,-1,1,-1,1,1,-1,1,-1,1,0,0,0,0,2.0,1.0,-7.499999999999998,0.0
9,1,-1,-1,-1,-1,1,-1,-1,1,0,0,0,0,0,1.0,1.0,-3.931216498860997,0.0
12,-1,1,-1,1,-1,-1,1,-1,1,-1,-1,-1,0,0,2.0,0.5,-9.450107364561678,0.0
11,-1,-1,-1,1,-1,-1,1,-1,1,1,-1,0,0,0,1.0,0.75,-4.151139910909475,-0.0
9,1,-1,-1,-1,1,-1,1,1,1,0,0,0,0,0,1.0,2.0,-7.230941648043155,0.0
12,1,-1,1,1,1,1,-1,-1,-1,1,1,-1,0,0,2.0,1.0,-9.000000000000004,-0.0
12,-1,-1,-1,1,1,-1,1,1,1,1,1,1,0,0,3.0,1.0,-13.842477857818322,0.0
7,-1,1,1,-1,1,1,1,0,0,0,0,0,0,0,1.0,0.5,-2.45271314765999,-0.0
10,1,-1,1,-1,1,1,1,-1,1,-1,0,0,0,0,1.0,1.0,-4.653725752955447,0.0
8,1,-1,-1,1,-1,1,-1,-1,0,0,0,0,0,0,1.0,0.25,-3.1274229218482987,-0.0
10,1,-1,-1,-1,1,-1,1,-1,-1,1,0,0,0,0,1.0,0.75,-4.009554140655973,-0.0
12,1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,1,0,0,2.0,1.0,-9.000000000000004,0.0
12,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,1,0,0,1.0,1.0,-5.6242102777441145,0.0
12,-1,1,-1,-1,-1,1,1,-1,-1,1,1,1,0,0,2.0,0.5,-9.450107364561678,-9.983e-05
12,-1,-1,1,-1,-1,1,-1,-1,1,-1,1,-1,0,0,1.0,0.25,-4.725053682280839,0.0
12,1,-1,-1,1,-1,1,-1,1,-1,-1,1,-1,0,0,2.0,0.5,-9.450107364561678,0.0
9,-1,-1,-1,1,1,1,1,-1,1,0,0,0,0,0,1.0,2.0,-7.230941648043155,0.0
11,-1,1,1,1,1,-1,1,1,1,1,-1,0,0,0,1.0,2.0,-8.979151469060442,-0.0
12,1,-1,-1,-1,-1,1,1,-1,1,-1,-1,-1,0,0,1.0,0.25,-4.725053682280839,0.0
12,1,1,1,1,-1,1,1,-1,-1,-1,1,1,0,0,3.0,1.0,-13.842477857818322,-0.0
12,-1,-1,-1,-1,-1,1,1,-1,1,-1,-1,1,0,0,1.0,2.0,-10.162214181732828,0.0
12,1,1,1,1,1,-1,1,-1,1,1,-1,-1,0,0,1.0,0.25,-4.725053682280839,-0.0
12,-1,1,-1,-1,1,-1,1,-1,1,1,-1,1,0,0,1.0,0.5,-4.500000000000002,-0.0
12,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,-1,0,0,3.0,2.0,-13.948405448413023,0.0
12,1,-1,-1,1,1,1,1,-1,1,1,1,-1,0,0,3.0,2.0,-13.948405448413023,-0.0
11,1,-1,1,1,-1,-1,-1,1,-1,1,1,0,0,0,1.0,1.0,-4.889887169484582,0.02984597
12,-1,1,1,-1,1,1,-1,-1,-1,-1,-1,-1,0,0,1.0,1.0,-5.6242102777441145,0.0
12,-1,-1,-1,-1,1,-1,1,1,1,-1,1,1,0,0,3.0,2.0,-13.948405448413023,1.339e-05
12,1,-1,1,-1,1,1,-1,-1,-1,-1,1,-1,0,0,1.0,0.25,-4.725053682280839,0.0
12,1,-1,-1,1,-1,1,-1,-1,1,1,-1,1,0,0,3.0,1.0,-13.842477857818322,-0.03984923
11,1,1,-1,1,-1,-1,-1,1,-1,1,-1,0,0,0,1.0,0.25,-4.251335441785388,-0.00858636
12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1.0,0.75,-4.826834537709631,0.0
11,-1,1,-1,-1,-1,-1,-1,1,1,1,-1,0,0,0,1.0,2.0,-8.979151469060442,-0.0
9,-1,1,-1,1,-1,-1,1,-1,1,0,0,0,0,0,1.0,0.5,-3.2173887621840995,-4.98e-06
10,-1,-1,-1,-1,-1,-1,1,1,-1,1,0,0,0,0,1.0,1.0,-4.653725752955447,0.0
10,-1,1,-1,1,1,-1,-1,-1,-1,1,0,0,0,0,1.0,2.0,-8.187833208243894,0.0
12,1,-1,-1,1,-1,-1,1,1,-1,-1,1,-1,0,0,2.0,0.5,-9.450107364561678,0.0
